Letter,Product Name,Link,Description
A,SAP IQ,https://www.sap.com/uk/products/data-cloud/sybase-iq-big-data-management.html,"Make Big Data your biggest ally with SAP IQ software, our extreme-scale relational database management system (RDBMS)."
A,SAP Joule for Consultants,https://www.sap.com/uk/products/artificial-intelligence/ai-assistant/sap-consulting-capability.html,Make consultants more efficient on SAP projects with AI assistance grounded in the most up-to-date and comprehensive knowledge base of SAP-focused content.
A,SAP Knowledge Central by NICE,https://www.sap.com/uk/products/crm/knowledge-management.html,Improve customer service by delivering relevant product information quickly with knowledge management functionality in SAP Knowledge Central by NICE.
A,SAP Knowledge Graph,https://www.sap.com/uk/products/artificial-intelligence/ai-foundation-os/knowledge-graph.html,See how SAP Knowledge Graph enables Joule and AI agents to provide insights and business recommendations based on your customer database.
A,SAP Landscape Transformation,https://www.sap.com/uk/products/data-cloud/landscape-transformation.html,"Streamline your business and IT landscape with our landscape transformation software, support, and training."
A,SAP Landscape Transformation Replication Server,https://www.sap.com/uk/products/data-cloud/landscape-replication-server.html,Get real-time insights by moving your data from your IT systems and networks to SAP HANA in real time with SAP Landscape Transformation Replication Server.
A,SAP LeanIX,https://www.sap.com/uk/products/business-transformation-management/enterprise-architecture-management.html,"SAP LeanIX gives your business a common language and single source of truth to make your transformations happen better, faster and with greater impact."
A,SAP Linear Asset Management,https://www.sap.com/uk/products/scm/linear-asset-management.html,"Safeguard linear assets including roads, rails, pipelines, and electricity transmission lines with SAP Linear Asset Management software."
A,SAP Management of Change,https://www.sap.com/uk/products/scm/management-of-change-moc.html,Keep your industrial workers safe with real-time visibility into risks and hazards – and instant action – with SAP Connected Worker Safety.
A,SAP Market Rates Management,https://www.sap.com/uk/products/financial-management/market-rates-management.html,"Access and manage various types of market data by using the elegant, pre-configured capabilities of the SAP Market Rates Management application."
A,SAP Master Data Governance,https://www.sap.com/uk/products/data-cloud/master-data-governance.html,Consolidate and govern your master data and ensure data quality and consistency across your organisation with the SAP Master Data Governance application.
A,"SAP Master Data Governance, EAM extension",https://www.sap.com/uk/products/data-cloud/master-data-governance-eam.html,"Unify and simplify governance of asset data with SAP Master Data Governance, enterprise asset management extension by Prometheus Group."
A,"SAP Master Data Governance, retail and fashion management extension",https://www.sap.com/uk/products/data-cloud/master-data-governance-fashion-retail.html,"Unify, automate, and rationalize your master data with SAP Master Data Governance, retail and fashion management extension by Prometheus Group."
A,SAP Meat and Fish Management by msg,https://www.sap.com/uk/products/scm/management-meat-fish.html,"Simplify data storage, processing, and flow across your meat-processing business with the SAP Meat and Fish Management application by msg."
A,SAP Multi-Bank Connectivity,https://www.sap.com/uk/products/financial-management/multi-bank-connectivity.html,Simplify and speed interaction between corporations and financial institutions with our cloud-based financial services network solution.
A,SAP Omnichannel Promotion Pricing,https://www.sap.com/uk/products/crm/omnichannel-promotion-pricing.html,Provide consistent promotional pricing across your sales and engagement channels with the SAP Omnichannel Promotion Pricing solution.
A,SAP Omnichannel Sales Transfer and Audit,https://www.sap.com/uk/products/crm/omnichannel-sales-transfer-and-audit.html,Transform raw sales transactions into valuable validated data to increase customer satisfaction with the SAP Omnichannel Sales Transfer and Audit solution.
A,SAP Order Management for sourcing and availability,https://www.sap.com/uk/products/crm/sourcing-and-availability.html,See how you can optimise omnichannel retail with distributed order management functionality in SAP Order Management for sourcing and availability.
A,SAP Order Management foundation,https://www.sap.com/uk/products/crm/order-management-system.html,Discover how the SAP Order Management foundation maximises inventory productivity and enhances customer experience.
A,SAP Paybacks and Chargebacks by Vistex,https://www.sap.com/uk/products/crm/paybacks-chargebacks.html,Discover how SAP Paybacks and Chargebacks by Vistex helps you manage the chargeback process cycle – from claim initiation and receipt through post-settlement adjustment.
A,SAP Price Staging Hub by Vistex,https://www.sap.com/uk/products/financial-management/price-staging-hub.html,"Ensure consistent and accurate pricing with near-real-time price recalculations, price catalogue management, and high-volume price retrieval with SAP Price Staging Hub by Vistex."
A,SAP Process Control,https://www.sap.com/uk/products/financial-management/internal-control.html,Discover how SAP Process Control enables you to simplify your internal control programmes with automated control and compliance management.
A,SAP Product and Process Governance by BDF,https://www.sap.com/uk/products/scm/product-and-process-governance.html,Process customer orders more efficiently by integrating processes and synchronising product data using SAP Product and Process Governance by BDF.
A,SAP Product Lifecycle Costing,https://www.sap.com/uk/products/scm/product-lifecycle-costing.html,Reduce overhead costs and keep product costs and quotations in line with strategic targets using SAP Product Lifecycle Costing.
A,SAP Profitability and Performance Management,https://www.sap.com/uk/products/financial-management/profitability-and-performance-management.html,See how SAP Profitability and Performance Management enhances financial and operational efficiency with advanced business modelling and real-time insights.
A,SAP Project and Resource Management,https://www.sap.com/uk/products/scm/project-resource-management.html,"Establish a common data environment to facilitate collaboration with project participants, share information across teams, and optimise resource management."
A,SAP Recommerce,https://www.sap.com/uk/products/crm/recommerce.html,"See how SAP Recommerce helps you manage circular commerce, creating new revenue streams, increasing customer loyalty, and meeting sustainability goals."
A,SAP Replication Server,https://www.sap.com/uk/products/data-cloud/data-replication-integration.html,Power real-time data integration and movement across your enterprise with our proven data replication software from SAP.
A,SAP Responsible Design and Production,https://www.sap.com/uk/products/scm/responsible-design-and-production.html,SAP Responsible Design and Production enables sustainable and compliant supply chain management. Optimize product lifecycle processes while meeting ESG and regulatory requirements.
A,SAP Revenue Growth Management,https://www.sap.com/uk/products/crm/revenue-growth-management.html,Maximise trade promotion ROI and improve budget planning with a billing and revenue growth management solution from SAP.
A,SAP Rights and Royalty Management by Vistex,https://www.sap.com/uk/products/financial-management/ip-rights-and-royalty-management.html,Optimise your IP strategy with SAP Rights and Royalty Management by Vistex. Manage contracts and royalties and optimise assets in a single solution.
A,SAP Risk and Assurance Management,https://www.sap.com/uk/products/financial-management/financial-compliance-management.html,Automate internal controls over financial reporting containing content from SAP S/4HANA with the SAP Risk and Assurance Management application.
A,SAP Risk Management,https://www.sap.com/uk/products/financial-management/risk-management.html,"Manage risk efficiently with SAP Risk Management, an AI-powered enterprise risk management (ERM) application for real-time insights and enhanced resilience."
A,SAP Rural Sourcing Management,https://www.sap.com/uk/products/scm/agriculture-supply-chain-mgmt.html,Connect farmers to your agriculture supply chain and get full visibility into your material sources with the SAP Rural Sourcing Management solution.
A,SAP S/4HANA Asset Management for resource scheduling,https://www.sap.com/uk/products/scm/resource-scheduling.html,Transform maintenance planning and resource scheduling processes with actionable insight derived from SAP S/4HANA Asset Management for resource scheduling.
A,SAP S/4HANA Cloud for advanced payment mgt.,https://www.sap.com/uk/products/financial-management/advanced-payment-management.html,Optimise your financial processes with centralised bank connections and enhanced transparency with the SAP S/4HANA Cloud solution for advanced payment management.
A,SAP S/4HANA Cloud for cash management,https://www.sap.com/uk/products/financial-management/cash-management.html,"Drive confident cash flow forecasting with a real-time, accurate, and business-wide view from the SAP S/4HANA Cloud solution for cash management."
A,SAP S/4HANA Cloud for central finance,https://www.sap.com/uk/products/financial-management/central-finance.html,"Drive sustainable growth, centralise data, and reduce risk with the SAP S/4HANA Cloud solution for central finance."
A,SAP S/4HANA Cloud for contract accounting and invoicing,https://www.sap.com/uk/products/financial-management/cloud-accounting-invoicing.html,"Support high-volume invoicing, consumption, and subscription billing with the SAP S/4HANA Cloud solution for contract accounting and invoicing."
A,SAP S/4HANA Cloud for EHS workplace safety,https://www.sap.com/uk/products/scm/safety-management-software.html,Track safety compliance and incidents in the cloud with SAP S/4HANA Cloud for EHS.
A,SAP S/4HANA Cloud for receivables mgt.,https://www.sap.com/uk/products/financial-management/accounts-receivable-automation.html,"Save time, money, and effort related to key finance processes by automating accounts receivable with SAP S/4HANA Cloud for receivables management."
A,SAP S/4HANA Cloud for treasury and risk management,https://www.sap.com/uk/products/financial-management/treasury-risk-management.html,Automate treasury tasks and integrate them with core finance processes with greater ease. Explore SAP S/4HANA Cloud for treasury and risk management.
A,SAP S/4HANA Finance for group reporting,https://www.sap.com/uk/products/financial-management/s4hana-financial-consolidation.html,Enhance financial consolidation with SAP S/4HANA Finance for group reporting. Accelerate financial close processes with real-time data and streamlined reporting.
A,SAP S/4HANA for advanced ATP,https://www.sap.com/uk/products/scm/aatp.html,Enable accurate and feasible order confirmation based on real-time inventory information with the SAP S/4HANA solution for advanced ATP.
A,"SAP S/4HANA for contract, lease, and real estate mgt.",https://www.sap.com/uk/products/financial-management/real-estate-management.html,"Improve real estate management with SAP S/4HANA's intelligent IWMS solutions. Enhance decision-making, compliance, and efficiency."
A,SAP S/4HANA for fashion and vertical business,https://www.sap.com/uk/products/scm/s4hana-fashion.html,Amplify your brand value by managing your entire fashion business on an Intelligent ERP platform – SAP S/4HANA for fashion and vertical business.
A,SAP S/4HANA for product compliance,https://www.sap.com/uk/products/scm/product-compliance.html,Manage global product safety and compliance throughout the product lifecycle and secure your right to market your products with SAP S/4HANA for product compliance.
A,SAP S/4HANA for Spatial Asset Management,https://www.sap.com/uk/products/scm/spatial-asset-management.html,Learn how SAP S/4HANA for spatial asset management provides spatial insights so you can make map-driven user experiences and better manage operations.
A,SAP S/4HANA Manufacturing for planning and scheduling,https://www.sap.com/uk/products/scm/manufacturing-for-planning-and-scheduling.html,Extend the SAP S/4HANA digital core with production planning and scheduling software to optimise supply chain operations and drive efficiency.
A,SAP S/4HANA Manufacturing solutions,https://www.sap.com/uk/products/scm/s4hana-manufacturing-solutions.html,Optimise manufacturing planning and scheduling with SAP S/4HANA Production Planning Software. Boost enterprise-wide manufacturing collaboration and efficiency.
A,SAP S/4HANA Retail for merchandise management,https://www.sap.com/uk/products/scm/retail-merchandise-mgmt.html,Connect retail processes to increase efficiency and improve the end-to-end customer experience with SAP S/4HANA Retail for merchandise management.
A,SAP S/4HANA Supply Chain for extended service parts planning,https://www.sap.com/uk/products/scm/extended-service-parts-planning.html,Get the right parts in the right place at the right time by using the SAP S/4HANA Supply Chain solution for extended service parts planning.
A,SAP Sales Cloud,https://www.sap.com/uk/products/crm/sales-cloud.html,"Increase sales revenue and customer engagement with SAP Sales Cloud, a customer relationship management (CRM) solution, and AI for sales."
A,SAP Secure Login Service,https://www.sap.com/uk/products/financial-management/secure-login-service-for-gui.html,"Give business users a productive, secure environment they need to get work done with the single sign-on service, SAP Secure Login Service for SAP GUI."
A,SAP Self-Service Accelerator for Utilities by SEW,https://www.sap.com/uk/products/crm/self-service-accelerator.html,"Engage utility customers with self-service capabilities, online or through a mobile device, with SAP Self-Service Accelerator for Utilities by SEW."
A,SAP Service and Asset Manager,https://www.sap.com/uk/products/scm/asset-manager.html,"Streamline asset management with our cloud-based app for iOS and Android. Access data visualisations, digital work orders, workflows, and contextual insights."
A,SAP Service Cloud,https://www.sap.com/uk/products/crm/service-cloud.html,Learn how the SAP Service Cloud connects customer contacts from different channels in one solution to enable a consistent service experience across any channel.
A,SAP Single Sign-On,https://www.sap.com/uk/products/financial-management/single-sign-on-solution.html,"Secure user authentication, strengthen security, streamline administration, and enhance user experience with the SAP Single Sign-On application (SSO software)."
A,SAP Solution Sales Configuration,https://www.sap.com/uk/products/financial-management/solution-sales-configuration.html,Cloud-based solution configuration engine running on SAP BTP and integrated tightly with SAP CPQ quoting flows.
A,SAP Sovereign Cloud,https://www.sap.com/uk/products/security-and-sovereignty.html,"Adopt the cloud on your terms with SAP Sovereign Cloud—secure, compliant, and locally controlled to meet your legal, regulatory, and operational needs."
A,SAP Sports One,https://www.sap.com/uk/products/data-cloud/sports-one.html,"Take your professional soccer, ice hockey, basketball, handball, skiing, or rugby team to the next level with SAP Sports One – our sports performance and team management software."
A,SAP SQL Anywhere,https://www.sap.com/uk/products/data-cloud/sql-anywhere.html,"Rapidly design and deploy embedded database applications that run remotely on servers, laptops, handhelds, and smartphones with SAP SQL Anywhere relational database management system (RDBMS) solutions."
A,SAP Student Lifecycle Management for SAP S/4HANA Cloud Private Edition,https://www.sap.com/uk/products/erp/student-lifecycle-management-for-sap-s4hana-cloud-private-edition.html,"SAP Student Lifecycle Management, managing the student lifecycle from admission to graduation, along with full student accounting capabilities"
A,SAP Subscription Billing,https://www.sap.com/uk/products/financial-management/subscription-billing.html,"Run simplified, automated billing and ordering processes designed for experience-centric consumers by using the SAP Subscription Billing solution."
A,SAP SuccessFactors Compensation,https://www.sap.com/uk/products/hcm/compensation-management.html,"Attract, motivate, and retain a highly skilled, diverse, and global workforce with SAP SuccessFactors Compensation software."
A,SAP SuccessFactors Document Management,https://www.sap.com/uk/products/hcm/intelligent-document-management.html,Organise employee records and enable intelligent document management with the SAP SuccessFactors Document Management Core application by OpenText.
A,SAP SuccessFactors Employee Central,https://www.sap.com/uk/products/hcm/employee-central-hris.html,"SAP SuccessFactors Employee Central is a flexible, cloud-based human resource information system (HRIS), designed to help you manage your workforce."
A,SAP SuccessFactors Employee Central Payroll,https://www.sap.com/uk/products/hcm/employee-central-payroll.html,"This payroll software from SAP automates and accelerates payment processing, reducing the risk of errors and simplifying payroll management."
A,SAP SuccessFactors Enterprise Service Management,https://www.sap.com/uk/products/hcm/enterprise-service-management.html,"Transform your enterprise with an innovative HR service delivery solution that improves efficiency, satisfaction, and HR service management processes."
A,SAP SuccessFactors Learning,https://www.sap.com/uk/products/hcm/corporate-lms.html,Inspire a culture of continuous collaboration and learning with SAP SuccessFactors Learning software. Boost organisational strength with the right skills.
A,SAP SuccessFactors Onboarding,https://www.sap.com/uk/products/hcm/employee-onboarding.html,Get an overview of how the SAP SuccessFactors Onboarding solution can initiate positive change in your organisation.
A,SAP SuccessFactors Performance & Goals,https://www.sap.com/uk/products/hcm/performance-goals.html,Build high-performing teams and align your strategies and goals with our employee performance management software.
A,SAP SuccessFactors Talent Management,https://www.sap.com/uk/products/hcm/talent-management.html,"Enhance employee skills for the future with SAP's integrated TMS (talent management system), optimising the employee experience while building core capabilities"
A,SAP SuccessFactors Time Tracking,https://www.sap.com/uk/products/hcm/employee-time-tracking-software.html,"Provide employees with self-service time and attendance tracking and a simple, accurate time sheet with the SAP SuccessFactors Time Tracking solution."
A,SAP SuccessFactors Work Zone,https://www.sap.com/uk/products/hcm/workzone-hr.html,"Use the SAP SuccessFactors Work Zone solution to deliver personalised, curated employee experiences and enhance productivity through self-service."
A,SAP Sustainability Control Tower,https://www.sap.com/uk/products/scm/sustainability-control-tower.html,"Establish holistic steering and reporting of environmental, social, and corporate governance (ESG) with the SAP Sustainability Control Tower solution."
A,SAP Sustainability Data Exchange,https://www.sap.com/uk/products/business-network/sustainability-data-exchange.html,"Discover SAP Sustainability Data Exchange, a cloud-based solution for secure, standardized sustainability data sharing. Improve ESG transparency, reduce carbon emissions, and meet regulatory requirements with ease."
A,SAP Territory and Quota,https://www.sap.com/uk/products/crm/territory-and-quota.html,Streamline the sales planning process by automating territory and quota management with the SAP Territory and Quota solution.
A,SAP Test Automation by Tricentis,https://www.sap.com/uk/products/technology-platform/test-automation.html,"Expert test automation that streamlines release cycles, minimises risks, and enhances quality. Leverage AI for smarter software testing and quality assurance, realising significant operational benefits."
A,SAP Time and Attendance Management,https://www.sap.com/uk/products/hcm/time-attendance-management-by-workforce.html,"Create workforce satisfaction with SAP Time and Attendance Management, which supports smart, efficient scheduling based on your company’s unique needs."
A,SAP Trade Management,https://www.sap.com/uk/products/crm/trade-management.html,"Benefit from a holistic, integrated approach to cover everything from headquarters target settings to execution with the SAP Trade Management solution."
A,SAP Transportation Management,https://www.sap.com/uk/products/scm/transportation-logistics.html,"Consolidate orders and maximise the return on your transportation spend with our transportation management system for freight, shipping, and logistics."
A,SAP U.S. Benefits Administration by Benefitfocus,https://www.sap.com/uk/products/hcm/benefits-management.html,"Streamline benefits enrollment, employee communication, and administration for U.S.-based employees with SAP U.S. Benefits Administration by Benefitfocus."
A,SAP User Experience Management by Knoa,https://www.sap.com/uk/products/hcm/knoa-user-experience.html,Improve the efficiency of your software and the people who use it with actionable information pulled from user experience management software from SAP.
A,SAP Utilities Core foundation,https://www.sap.com/uk/products/technology-platform/utilities-core-foundation.html,"Simplifies and automates Distributed Energy Resources and metering data management, ensuring accuracy and seamless integration across utility systems."
A,SAP Variant Configuration and Pricing,https://www.sap.com/uk/products/crm/variant-configuration-and-pricing.html,"Simplify product complexity with SAP Variant Configuration & Pricing—comprehensive setup guidance for flexible, scalable pricing models."
A,SAP Vendor Program Management by Vistex,https://www.sap.com/uk/products/crm/vendor-program-management.html,Learn how the SAP Vendor Program Management solution by Vistex helps businesses capture new revenue and collect owed income for improved vendor management and purchasing.
A,SAP Watch List Screening,https://www.sap.com/uk/products/financial-management/watch-list-screening.html,"Improve vendor compliance and reduce risk exposure with our restricted party screening software, SAP Watch List Screening."
A,SAP Workforce Forecasting and Scheduling by WorkForce Software,https://www.sap.com/uk/products/hcm/workforce-forecasting-scheduling.html,Optimise employee productivity when planning for business needs with the SAP Workforce Forecasting and Scheduling application by WorkForce Software.
A,SAP Yard Logistics,https://www.sap.com/uk/products/scm/yard-logistics.html,"Run more efficient truck, container, and rail yard operations with SAP Yard Logistics, our yard management system."
A,SmartRecruiters for SAP SuccessFactors,https://www.sap.com/uk/products/hcm/recruiting-software.html,"Hire the best talent with SAP SuccessFactors Recruiting software, an AI-enabled solution that supports all your talent acquisition needs."
A,Spend Analytics Software,https://www.sap.com/uk/products/spend-management/spend-analytics-software.html,Make decisions with AI-powered spend analytics software. Transform data into knowledge to cuts costs and drive strategic initiatives. Request a demo!
A,Spot Buy Capability,https://www.sap.com/uk/products/spend-management/procure-to-pay/features/spot-buy.html,See how the Spot Buy capability enables effective tail spend management by providing a simple and controlled way to buy from suppliers.
A,Total Workforce Management,https://www.sap.com/uk/products/hcm/total-workforce-management.html,"SAP SuccessFactors and SAP Fieldglass solutions work together to help you create a dynamic, flexible workforce that can adapt almost instantly."
A,UI data protection logging,https://www.sap.com/uk/products/financial-management/ui-data-protection-logging.html,"Use UI logging for visibility into user activity, helping teams protect sensitive data, fulfill legal requirements, and detect potential misuse."
A,UI data protection masking,https://www.sap.com/uk/products/financial-management/ui-data-protection-masking.html,"Safeguard sensitive SAP data with configurable field masking, blocking, and attribute-based authorization controls."
A,WalkMe for SAP SuccessFactors HCM,https://www.sap.com/uk/products/hcm/walkme.html,Learn how a digital adoption platform can enhance your business’s operational efficiency by streamlining software adoption and boosting employee productivity.
A,WalkMe Premium for SAP CX,https://www.sap.com/uk/products/crm/walkme.html,"Deliver real business value by embedding guidance, automation, and insights into SAP CX workflows with WalkMe’s Digital Adoption Platform."
